日期,主队,客队,主队进球,客队进球,比分,参考盘口,实际盘口,预测结果,先进球方,sb_λ_主队初,sb_λ_主队终,sb_λ_客队初,sb_λ_客队终,xl_λ_主队初,xl_λ_主队终,xl_λ_客队初,xl_λ_客队终,odds_fingerprint
2026-6-10,拉脫維亞u19,愛沙尼亞u19,3,2,3:02,0.0,0.25,1:01,客队,1.2162097057136598,1.4685323620767106,1.705635588554703,1.6175463844395208,1.2436406167552785,1.3671877950163822,1.6304886760291986,1.5762271795105671,cf590de541697bf278df2f4d5523e587
2026-6-10,比克波德,費爾乾納大學,7,0,7:00,-0.5,-0.75,1:00,主队,1.7884962751051998,1.770883265933022,0.9467039283429638,0.9734734799359934,1.6537129102986967,1.7236911330190905,0.9737918938269602,1.0383900307019815,8f4109304e75e5c651210dd3e4138e8d
2026-6-10,澤德fc,瓦迪戴加,0,2,0:02,0.0,0.25,0:01,客队,1.1113818071792143,0.9340518807787116,1.251371898417592,1.0976046136523123,1.0627051181696734,0.9617455349853702,1.2787996238602235,1.0818525830553662,92663bd41ec99c818e5e1010e382d688
2026-6-10,約旦u20,伊拉克u20,0,0,0:00,0.25,0.5,0:01,无进球,1.2936947697474166,0.8893437430200226,1.1163398139038143,1.4399241139749035,1.1962303776612353,0.7899368012682976,1.141199143324832,1.4327810870057347,04308ddef2bc1dbc7524f3913c00595b
2026-6-10,尼日利亞女足,塞內加爾女足,3,0,3:00,-0.75,-1.5,2:00,主队,2.3149303283913607,2.049844689793716,0.6132390358568696,0.585902727565154,2.200144044835654,2.093877788198946,0.6136818577787432,0.5025150131810905,dd30d7af1326aea1ae0f28184590817e
2026-6-10,白俄羅斯u21,哈薩克u21,2,1,2:01,-0.25,-0.75,1:00,客队,1.7119108444776925,1.5273973164825314,0.8390344292470867,0.8372178669383634,1.64587419064829,1.5817017295340856,0.8372742900504029,0.8317408097825307,3b3af2d8ee7cba74e8ffe325eebf18fc
2026-6-10,fus拉巴特,dhj哈斯沙尼亞,0,0,0:00,-0.25,-0.5,1:00,无进球,1.521537580458614,1.4216966800772504,0.8428535571336007,0.8372082171209779,1.3682619904524826,1.4224276036803016,0.8298916754171379,0.7971152667842756,d3846379970b37344373f635a892b197
2026-6-10,挪威u21,芬蘭u21,0,2,0:02,-0.25,-0.5,1:01,客队,2.061416981299411,1.818527451074924,1.1192562523519831,1.3635486433135344,1.9347451273553,1.7940504977333422,1.1452688317510542,1.3360606910278494,76cd0c92a09b8d4845af72312b362759
2026-6-10,奇芬,普尤,2,0,2:00,-0.5,-1.0,2:01,主队,2.19658461290284,2.250703757355866,1.293031734528344,1.218521543656493,2.0661976060242275,2.231322141116052,1.2971775380322932,1.1700845152234194,34700fada23867bd5d6b9ccaf74e7784
2026-6-10,美國u21,烏茲別克u23,0,1,0:01,-0.5,-0.75,1:01,客队,1.9414143878772907,1.8863422240887844,1.070925086995649,1.1223732440670633,1.862387274842075,1.8483127894360545,1.0563453159840217,1.0592155965805763,6c8a754aac7a3cdbf5d5fe8a4b0c7c67
2026-6-10,埃及女足,突尼西亞女足,2,2,2:02,0.25,0.25,1:01,客队,1.152950867607475,1.044257203882977,1.336002569388432,1.3896810349993445,1.034350253015505,0.9964148006204177,1.3832600683392886,1.4209096710089997,a6aca7fd5b4d1f023924866523bb0f69
2026-6-10,意大利u21,阿爾巴尼亞u21,1,0,1:00,-0.75,-1.25,2:00,主队,2.5337660330689267,2.18998310904314,0.6673942436561574,0.8737776656802899,2.6159648497627472,2.196037697123024,0.6715684178995109,0.886979709385309,d1c3a6a9f36c94cac69166e24c196b59
2026-6-10,瑞典女足u23,墨西哥女足u23,1,1,1:01,-0.5,-0.75,1:01,客队,1.9359224984496577,1.9126991884664872,1.1652791697050104,1.136299507216855,1.7468732371904951,1.8914866250530948,1.2335463737880503,1.0639319254529618,aac96a73774b6a0a8dd89d6296c13b15
2026-6-10,委內瑞拉u20,葡萄牙u20,1,3,1:03,1.0,2.0,0:02,客队,0.8973053664219027,0.6114582050781001,2.2277911238872403,2.6618047332700696,0.9074018158632616,0.6181884054126922,2.11499987402953,2.523046974278117,0c93c01d5ad86ed35ef9867c4b71a63f
2026-6-10,斯德哥爾摩國際,維薩隆德,4,1,4:01,-0.5,-1.0,2:01,主队,1.9871119554677508,2.0627972051259587,1.215083152636888,1.111795050461727,1.926563198899979,2.016213799689292,1.1956322217750612,1.103750969446425,16f39937377b72deb6aaf30f52d8c623
2026-6-10,安祖荷姆斯,bk奧林匹克,1,1,1:01,0.0,-0.25,1:01,主队,1.6540024117188985,1.7032966130354417,1.505573244540558,1.495208278070673,1.6153341869720224,1.6591234760754892,1.3387206659164943,1.4495126324410947,0627b54ee90fef8470810088d215bcb8
2026-6-10,賈法拉,斯托克鬆德,1,6,1:06,-0.25,-0.75,2:01,主队,2.2375330074844,2.165665868040923,1.4886585005025934,1.4663318592546,2.2498425542074494,2.1364576696462048,1.417709272168896,1.471389756854169,7aebc09807e47d7a1767c549e4868275
2026-6-10,洛森格德,洛森格德,0,1,0:01,0.5,1.0,0:01,客队,0.9895991018931706,0.9643867116245292,2.037588731354396,1.9855257544292728,0.873847683958044,0.9744729026569416,2.010574717252175,1.9717084544425645,67acdbf38d694fa3882a2f96a1868b1e
2026-6-10,馬薩雷,恩彼,3,0,3:00,0.0,-0.25,1:00,主队,1.2333107464955444,1.0239219696780864,0.997741319973656,0.8142072616025008,1.236435518809646,1.1348748638664368,0.9266833959552724,0.8221777248900324,f015cf6f8ad88b7507446355f3b78ecb
2026-6-10,貝爾卡尼,利替翰丹吉爾,1,0,1:00,-0.5,-1.0,1:00,主队,1.6038246745921716,1.700364442166458,0.7886299854188492,0.6382687257073565,1.484565946012787,1.6123054530092893,0.7095138892749691,0.631810202917084,986e0aab47ac2fb7cb1c22881f2056bc
2026-6-10,韋達卡薩布蘭卡,奧林匹克薩非,1,0,1:00,-0.5,-1.0,1:00,主队,1.840933614097093,1.807479477743556,0.7778483215080845,0.8640365711355564,1.6115256268480218,1.7925098436010325,0.840093406309491,0.775964871377088,538d44ef6e39024e44924ffa250788cb
2026-6-10,德國女足u23,丹麥女足u23,2,2,2:02,-0.5,-1.0,1:01,主队,1.919408781454873,1.9794607717142745,1.0367111503364863,1.0460005868666995,1.855507552428549,1.7755219519452057,1.0066419225471783,0.943203151943243,b85a374aec20fb3d4a845f70833d59c6
2026-6-10,烏爾基薩大學,利涅爾斯,2,1,2:01,0.0,0.0,0:00,主队,1.082783157971136,0.9671414165712432,0.9805158612438544,0.9349497276200134,0.96348915814722,0.9599240855926476,0.9086372586992786,0.8806653814118794,5dbc39d46d0cb32c96698b53f84e3c35
2026-6-10,荷蘭,烏茲別克,2,1,2:01,-1.0,-1.75,2:00,主队,2.4594304499578463,2.4650632544847486,0.707734473360462,0.553978890625347,2.438555097212332,2.4745283147092283,0.7059543042841945,0.5332376641441143,682035404d4c2d29f31c1859e82e873f
2026-6-10,科特迪瓦女足,佛得角女足,0,0,0:00,-1.0,-2.0,2:00,无进球,2.766884101749913,2.5745251228992503,0.7134904999538662,0.5880313946602826,2.769122381617634,2.663849390761732,0.678226971409206,0.5497077377456608,21b7b901aaeec0b4a3611fc43d11d2a1
2026-6-10,尼日爾,毛里塔尼亞,0,1,0:01,0.0,0.0,0:01,客队,1.0385760451331008,0.932599195684816,1.1376462041370126,1.0454413626931718,1.0195765924065912,0.9813067566537196,1.0564660029150297,1.0665362326062249,6798c99673e4104fe2fde026795c5582
2026-6-10,奧林比亞德車拉,哈斯沙尼亞,0,1,0:01,0.25,0.25,0:01,客队,1.0243166112000597,0.9143465323821384,1.2343205876278571,1.3029329854704204,0.9688122342881924,0.8916470498044565,1.1568576181288968,1.2592687961865805,90437139af5101a6fbc8de7af945c38d
2026-6-10,恩卡納西翁,索爾美洲隊,2,3,2:03,0.0,-0.25,1:01,客队,1.216941926309446,1.3666928834383183,1.115815042374669,1.322282400061361,1.3831062940058192,1.33287163367533,1.2054703322360223,1.1902340769534965,7d17652769aee79efc2c3b87f84920d3
2026-6-10,國民體育會,青年體育會,1,0,1:00,-0.5,-1.0,2:00,主队,2.041721165340915,2.082652106222706,0.8925058301407653,0.9214208451046044,1.9925603667021925,2.039084865848756,0.8773644354658111,0.956792238142722,d26ce1a9a06d0cda5ea2cbe72e94c6b6
2026-6-10,利物浦蒙特維多,切洛拉高,0,0,0:00,-0.25,-0.5,2:00,无进球,1.507219241161687,1.3693602241501588,0.953199905076748,0.9259626592163824,1.4284912036259485,1.314350455343798,0.8995165765165792,0.8825842056834386,2b74857a0f8ff217da790eb2e33ba298
2026-6-10,十一月三日隊,卡巴列羅jlm,2,3,2:03,0.25,0.5,1:01,主队,0.9770510601000116,1.0456097000793965,1.5054392167067308,1.4441190888418929,1.0033386697632547,0.9766509348319378,1.373242633768862,1.3998939490663025,0678f193c27dbaef1bc89deefaeca4c4
2026-6-10,阿美利加明尼路,戈亞尼恩斯,1,2,1:02,0.0,-0.25,1:00,主队,1.1508384140182697,1.13081527425646,1.030619518515537,0.9678078079221416,1.1243291809842937,1.115623306654107,1.0030274515214816,0.9478815262879644,4ff10a4f7003c121988e22dbee769a99
2026-6-10,維拉諾瓦,保地花高sp,1,0,1:00,-0.25,-0.25,1:00,主队,1.3232579196824914,1.2153238945491245,0.8590411721644852,0.8826274157020992,1.2817762260631975,1.1896110098592678,0.8273838674691888,0.898308943896362,0588a65258254e92aed0ac78b8e370a7
2026-6-10,特木科,克里科,0,1,0:01,-0.25,-0.5,1:00,客队,1.5756274354227715,1.5289423614847748,1.1641266314600134,0.946500008441341,1.4452175840437296,1.5225959730684266,1.1243122120776368,0.9555316789847926,53195651e98f633bce63ac991908c0e5
2026-6-10,艾斯賓路拿,聖菲臘比,2,2,2:02,-0.25,-0.75,1:01,主队,1.7996100705775546,1.7474865950455278,1.0028478979401834,1.0612509658716949,1.6423496543427698,1.7265221958251276,0.9881780166283852,1.0707032187959726,8805ab98abee6293f8b4dcd737059d7d
2026-6-10,聖安東尼奧(ecu),波圖維耶霍,4,2,4:02,-0.25,-0.5,1:00,主队,1.3143516069222412,1.2929822772028217,0.8447178130681563,0.8714690646691644,1.2458627417290915,1.2079015148288623,0.8172939181592481,0.7614358279813503,d28b4f8c8c2cbbd07b729c950172fd83
2026-6-10,伯明翰軍團,科珀斯克利斯蒂,3,0,3:00,-0.75,-1.25,2:00,主队,2.0827274360070107,2.2625135487548005,0.7748079468702682,0.8337300975390906,2.239710711837972,2.2360055095836304,0.8422397776473188,0.838387860832133,41d8bd2b90c9209e30626e0b24d08bed
2026-6-10,巴西女足,美國女足,0,1,0:01,0.25,0.25,1:01,客队,1.204463221447899,1.247226007704716,1.485469148758468,1.5998402162049643,1.167842419345785,1.248969419193161,1.3749114078548503,1.5990219355825734,a06d5285f17354733222d36fe9ddee7c
2026-6-10,冰島,阿根廷,0,3,0:03,1.0,1.75,1:01,客队,0.5453178038793653,0.5347067328124484,2.701266049625376,2.4029286838838364,0.5211964863682389,0.4749768830504688,2.6445737591037,2.399773698454468,b8ef1b988d12d2c99c269702352c8e84
2026-6-10,哥斯達黎加女足,加拿大女足,0,6,0:06,1.0,2.0,0:02,客队,0.6963929989990743,0.5301360323089385,2.476875610330896,2.576719705715278,0.6366734489089331,0.5708402008258391,2.241282632430271,2.4117019326724507,76701db2a8752bdb2bf3deaf85052ec2
2026-6-10,印尼女足,柬埔寨女足,1,1,1:01,0.0,0.0,1:01,主队,1.6379067968348306,1.534297200779294,1.4607003471187192,1.4433217297546554,1.500536510634201,1.4950572083232183,1.5005365056471434,1.4606110225088331,f61ad701abb3567c850d56a7acd3ed46
2026-6-10,卡利,奎迪奧,0,2,0:02,-0.5,-1.0,1:00,客队,2.369094405474008,1.9118214303846983,0.8221417733049426,0.8377338018928144,2.366049970078506,1.7981698245321842,0.8008158665650439,0.78247499231836,1aca9d5a3a86553f48794957edbe645f
2026-6-10,阿根廷,哥倫比亞,1,1,1:01,-0.5,-0.75,1:00,客队,1.558181298199956,1.5525112693070031,0.8523151093229838,0.7381150694940808,1.5557032367853627,1.526866582131298,0.8202957356429463,0.7045043636739342,2268f8b61da721e74150de553be52be8
2026-6-10,圭亞那,蒙塞拉特,3,0,3:00,-0.5,-0.75,1:00,主队,1.7977244626674225,1.556382326308026,0.9163736986471892,0.7784961651256765,1.7664220098884165,1.4557529638743696,0.8489115251479696,0.7383354181574326,b325ecd40134f5a0ff19d0601aefc3b4
2026-6-10,巴拿馬,尼加拉瓜,3,0,3:00,-0.75,-1.5,2:00,主队,2.1348635072242423,2.126965401042712,0.6483634394870941,0.6497073028285657,2.045876790448757,2.0650343734709256,0.6533602932687647,0.6205348230527411,5132e50460d8928d5f806848e2fa6e44
2026-6-10,加拿大,科特迪瓦,0,0,0:00,-0.25,-0.25,1:01,无进球,1.4517845821278157,1.3757674055184343,1.0928513660224872,1.0820232846914255,1.421504554252967,1.3136549933186037,1.058389675001501,1.0515018799530205,d23f458267aecd008d6b87ab37c9e8de
2026-6-10,巴西,巴拉圭,1,0,1:00,-0.75,-1.25,1:00,主队,1.9357978918794967,1.870242518808792,0.6146131096296856,0.5720843125386482,1.8512275772281144,1.844773840907012,0.6248079866380689,0.5490613261443493,a3d357d25529757255c4406cd042ce46
2026-6-10,墨西哥,土耳其,1,0,1:00,0.0,-0.25,1:01,主队,1.4429693241521055,1.6043740748485356,1.2157403986216937,1.3813613740955637,1.3848579298674544,1.5971501106543466,1.2585602218581042,1.3655103734400598,0d4db9248b3bdab537a5c1c23898a9ac
2026-6-10,哥斯達黎加,千里達,2,1,2:01,-0.75,-1.5,2:00,主队,2.2424718256400964,2.373679411818145,0.7972599306338497,0.6954444652425829,1.8967488497234104,2.32701968878735,0.7630564713132761,0.7404689516835566,4beba5d5d4837204aacafd76492b8573
2026-6-10,波多黎各,聖文森特和格林納丁斯,2,1,2:01,-0.75,-1.25,2:00,主队,2.471099624592159,2.3425414598002154,0.772544035793842,0.9646525982098926,2.542723531380583,2.2693714027045817,0.7151231128685938,0.9190444982892494,abc33f7ce878600b007eea6f5b6e5347
2026-6-10,薩爾瓦多,蘇利南,1,1,1:01,-0.25,-0.25,1:00,客队,1.4110905293413791,1.1642038176195202,1.1153414156308992,0.9100421212547504,1.057809307096298,1.1705530350880078,1.1921252065694512,0.9128090166989724,d1df51549fc856bd880c8788a54da0f1
2026-6-10,秘魯,厄瓜多爾,0,0,0:00,0.0,0.25,0:01,无进球,1.0118435373688026,0.7966525373899429,1.04457893884145,0.9442339384059036,0.9586858962272928,0.800967613837863,1.1046999923407663,0.9052520913310572,8d6afb890697b859e7001e16073bc188
2026-6-10,布羅德梅多魔術,庫克山聯,1,2,1:02,-0.75,-1.5,2:00,客队,2.880174135001214,2.4269347188840578,1.06131905419551,0.8788032388255078,2.924624162941881,2.571316700253272,0.9896876019842356,0.8639063225666832,ac79fea2ede67c2b397633578bd4b97b
2026-6-10,韋斯頓勞動熊,艾治禾夫鷹隊,1,1,1:01,0.0,0.25,1:01,客队,1.651265785812466,1.7580137683873251,1.8588334491801768,1.7821886106090812,1.6549845061242257,1.718321031802457,1.7936834108220232,1.8106938258711305,f455e1dc8421d4e4a8999877b35fe0dc
2026-6-10,德島漩渦,山口雷法,2,1,2:01,-0.25,-0.25,1:00,主队,1.516590392009307,1.2675677206736975,0.7621632608578784,0.8685674322134472,1.4157818652024006,1.165703384208924,0.7096609236459985,0.8557670440207372,616db5951fc56378840a112bb11cff53
2026-6-10,橫濱水手,潤梅爾青森,0,2,0:02,-0.75,-1.5,2:00,客队,2.480966492813762,2.3223911372084305,0.6247897425469621,0.8694740460933985,2.481212793661715,2.3081914102253984,0.6453165923550966,0.7921337584163888,3cc5c969bc25b6e2f9f49e324e91d0fe
2026-6-10,陽光海岸流浪者,布里斯本獅吼青年隊,2,1,2:01,0.25,0.25,1:01,客队,1.6570580545397071,1.605138816058511,1.729339242850476,1.885884710124488,1.5714709198864685,1.5131070243758522,1.7492728003049711,1.807413956054172,5a5167f73176cde6b398102080b2f4c7
2026-6-10,莫納洛黑豹,坎培拉fc,2,3,2:03,0.25,0.25,1:02,主队,1.5457583240901265,1.6643952240723254,2.015479100215605,2.034673134567458,1.518546913544988,1.5784610137850816,1.969379431594373,2.0548684466595675,0a274afb73accb3d237ac85fd2811680
2026-6-10,昆比亚城市,塔格拉諾聯,0,0,0:00,0.0,0.25,1:01,无进球,1.6469844747859783,1.585477915226973,1.652084723834633,1.7157349865576812,1.5439965743683175,1.52600052669997,1.6196168204693924,1.6410112297549428,b0b608fb3a0bc3d26fb6f6f92a5da83f
2026-6-10,東帝汶,汶萊,3,1,3:01,-0.5,-1.25,2:00,客队,1.7821569286914036,2.040669214206248,0.8279082110804443,0.8530563311950016,1.6996408979884747,1.9973316566227024,0.747431169702757,0.6700388783883047,144f4a7c914eb653eb262c6a3bb569d4
2026-6-10,葉士域治城,羅賓市藍,0,1,0:01,-0.5,-0.75,1:01,客队,1.858768025944364,1.975191032217564,1.261040329571954,1.1648888626354783,1.85246489286719,1.8721332131396264,1.2218094646058286,1.1668574985730984,f7e95d342067130d86eef6b0c0e38f30
2026-6-10,英格蘭女足u20,日本女足u20,0,1,0:01,0.25,0.5,1:01,客队,1.2718881475975612,1.2651796157898918,1.733689685506794,1.71313610035827,1.2598320017584657,1.2126834922615597,1.6301576097789423,1.6589195387027835,fd39460a12419487a96735b7368e277d
2026-6-10,澳洲女足,墨西哥女足,3,1,3:01,-0.25,-0.5,1:01,主队,1.6762484118990717,1.612329504485282,1.125854280810873,1.0421580044511074,1.544478893374758,1.5179188826160923,1.127841016513891,1.0876901771495584,e8952030ce08019015b2b51011e702ae
2026-6-10,佛吉尼亞聯,聖佛德流浪,2,1,2:01,-0.75,-1.25,2:01,主队,2.424506248152676,2.5329332746365587,1.2096400781512051,1.2159084807356104,2.5068018191190284,2.5546263318737976,1.1562998191823777,1.2164085970712435,fdae34e173582c6f80927f11b8060656
2026-6-10,波蘭女足u20,墨西哥女足u20,2,0,2:00,0.0,0.25,1:01,主队,1.3443995617920217,1.3443198369768043,1.653752233774674,1.5786187387799957,1.3174705231266788,1.3331231773963554,1.5515788115347806,1.586730239001067,d53eb7f6d4cc796a7006d1cdbc9ec6ac
2026-6-10,菲律賓,緬甸,5,1,5:01,-0.75,-1.5,2:00,主队,1.9392710217761384,2.288889007920059,0.8419327827611,0.7803862027885308,1.915944861940771,2.2098635945451206,0.8139962445955996,0.8276109711705922,8a8fb20d5f2ec9e91804e964f83dea5a
2026-6-10,中國u23,塔吉克斯坦u23,3,0,3:00,-0.5,-0.75,1:00,主队,1.629763913878945,1.462262149023028,0.7922334440543196,0.6946344921197243,1.520818115227851,1.4010294278564064,0.7824052931626888,0.633488585653104,d91a976820f77ae06a741c02be698d9e
2026-6-10,柬埔寨,中國香港,2,0,2:00,0.0,0.25,1:01,主队,1.0330656369922506,1.2334790916665397,1.5898675635626096,1.4573299513101263,1.2249615316626108,1.1573461204823463,1.385225385761086,1.428425816879773,ad1cc28dbbd7b564e8670bfd8760658e
2026-6-10,印尼,莫桑比克,1,0,1:00,-1.0,-1.75,2:00,主队,2.199063341945036,2.4987997616384816,0.6408047463726753,0.6560877457471279,2.170921309488066,2.4822818561017264,0.6305421081264586,0.6635385260193999,7050be17b82fa63df4a9f5cc1b0d11f6
2026-6-10,阿塞拜疆u21,吉爾吉斯坦u21,1,3,1:03,-0.5,-0.75,1:00,客队,1.2432750843554834,1.7726672605004714,1.4043388423101342,0.902332944628888,1.6810229110223287,1.746932189700089,0.9167996141395374,0.8597177071758622,2cc13f7d7e3d0151875804a6784da8f4
2026-6-10,吉爾吉斯坦,巴勒斯坦,0,0,0:00,0.0,0.25,0:01,无进球,1.1416499515917915,0.9704508341221134,1.1925622225821004,1.1160948525132,1.0440494125003794,0.9472701044800792,1.200135902564528,1.1034296126774092,4f8db574e246a8d2b8488a8aabb1d05b
2026-6-10,阿美尼亞,摩爾多瓦,1,1,1:01,-0.5,-0.75,1:00,主队,1.707705705514352,1.7652658850165444,0.8824335930063094,0.9585485632976056,1.6640895031823535,1.6990165499669048,0.8461801968598804,0.93385830705173,89b52be8690795d7b8cc9abd393f211a
2026-6-10,塔吉克斯坦,印度,1,1,1:01,-0.5,-0.75,1:00,客队,1.6292592000398909,1.546967700407925,0.8082449602169952,0.7541556624752093,1.5533766526489274,1.572901099114652,0.8170632505020428,0.749363304759188,aa3e4c98d645ec39dc3b1dd758711691
2026-6-10,約旦女足,巴勒斯坦女足,1,0,1:00,-0.75,-1.25,2:00,主队,2.1103334603032606,2.197315086871164,1.0221089833906585,0.9142583258538366,2.109539241199237,2.1612868676239465,0.8798666267620014,0.8880447073722726,28f852618f1ef1058bc53d6363aa140e
2026-6-10,立陶宛u21,拉脫維亞u21,2,2,2:02,0.0,0.0,1:01,客队,1.1435201750467958,1.0744594856525775,1.2029153514230546,1.1173423845157322,1.1267497134024942,1.1203228231681597,1.1626979040390155,1.1379002385511836,b0a78e43fe51a68ea2ac59c3cea6b3f2
2026-6-10,拉脫維亞,法羅群島,0,1,0:01,0.0,0.0,1:01,客队,1.2774203613936046,1.1643039639863613,1.0987682461440187,1.2098475283233625,1.2471258474034366,1.1725721637414528,1.071578361646088,1.1433088993809732,86be6c23eea205fc33afc34d7549da46
2026-6-10,雅各布曼蘇爾,梅克內斯,1,1,1:01,-0.25,-0.25,1:00,客队,1.22889863361635,1.3618361269485315,0.9270473045333478,0.975546752092446,1.1620093623616763,1.3634511906615427,0.9347318012941156,0.8680520517395495,942946a16bee239a3e90c81cd40e9b22
2026-6-10,剛果民主共和國,智利,1,2,1:02,0.0,-0.25,1:00,客队,1.2790873270824652,1.1095315959070795,1.0606703008142748,0.9739000726137124,1.237233432114768,1.15773563636925,1.0335750322150294,0.968618593097971,25fc008e94dc9ba21064fdcd2e66c3f6
2026-6-10,紐西蘭女足,摩洛哥女足,0,0,0:00,0.25,0.25,1:01,无进球,1.3150295844939015,1.175642307342449,1.3381938919203549,1.4849708109716493,1.1566828902037882,1.1115010401994998,1.4125280075743951,1.4230181721738069,4c3a12f456b0e60042c0c641879033f6
2026-6-10,摩爾多瓦u21,格魯吉亞u21,3,2,3:02,0.25,0.5,0:01,主队,0.9393603006113682,0.99929179650488,1.7319273489444835,1.5911551898750746,1.105198020837102,0.8989470072176218,1.6586979214676736,1.5977546253736528,d48d230964665e302bec4367da083cf0
2026-6-10,愛沙尼亞,立陶宛,1,0,1:00,0.0,0.0,1:01,主队,1.2856255445318874,1.046151167147813,0.9634904165831972,1.1300351169691545,1.1976205194480447,1.0278745785693475,0.932187078532782,1.049844550036657,7afc3bdabd33b37e2231ef655c52a882
2026-6-10,挪威女足,奧地利女足,2,1,2:01,-0.75,-1.25,2:00,主队,1.903899740050594,2.0390573642706924,0.8329755857231834,0.6695767981406839,1.822891557215242,2.0492301389448464,0.8044570579972681,0.7071438251267108,3d49c58761343cf5ab732d33c5de4c35
2026-6-10,白俄羅斯,布基納法索,2,2,2:02,0.0,0.0,1:01,主队,0.964845729609052,1.2609407601977554,1.4143943086793245,1.194590432280532,1.1660794637360377,1.225342711052842,1.2529265784290915,1.2282583498028363,2029d1cd08f7c8793412102581588a7a
2026-6-10,ik布拉格,盧恩斯基爾,2,2,2:02,0.0,0.0,1:01,主队,1.3972623636639552,1.5187454618437644,1.4234986564297252,1.4170008930381637,1.4331568976053828,1.5025767058539512,1.3644260133367772,1.3695849778512128,4e4dd39381f13c1e2ca6ccf2507fab17
2026-6-10,北歐聯,奧斯達辛斯,1,1,1:01,0.0,-0.25,1:01,客队,1.5713889474068137,1.5419286579742784,1.3543875814139523,1.348699346596984,1.5910781129800176,1.5299458020826042,1.256853439933909,1.329853619666428,f020bfd2684a917c59de62558c035f27
2026-6-10,奧迪沃特,諾高平,1,2,1:02,-0.25,-0.25,1:01,客队,1.4542779173662557,1.59848385572983,1.4853427309446876,1.2473837161708288,1.3988520610397013,1.5439556241741257,1.472611935405464,1.2276932975785018,b18577633f93c287c79a267175db007d
2026-6-10,奧斯達,華納莫,3,0,3:00,-0.25,-0.5,1:01,主队,1.6323154816775978,1.7536706585586577,1.3177862118627617,1.3419715922435231,1.5909982257032695,1.736064849137743,1.2997964054320157,1.3210138628141108,83df5827c633846e257a8b65c7c0f49f
2026-6-10,桑德維肯斯,科根堡,4,2,4:02,0.0,0.0,1:01,主队,1.4909312449401144,1.513554125551703,1.3642588176798314,1.4418037014599394,1.4049819113239994,1.4515909682721533,1.398759712125782,1.398481935083012,fe4c088897f7c434b410954d9f53e25d
2026-6-10,安哥拉,中非,3,0,3:00,-0.5,-1.0,1:00,主队,1.8026957763833449,1.6542302443214298,0.5954923422037025,0.6748458634342395,1.768389122164162,1.6305002928082282,0.6014502192330863,0.7158177787769356,675374779058dbd6c7d672e1de77d81a
2026-6-10,瑞典女足,意大利女足,2,2,2:02,-0.25,-0.5,1:00,客队,1.842250364583768,1.603032045606452,0.8860376156279771,0.938057278913914,1.7624977572629457,1.5259162603945238,0.8646914457375552,0.9580496424347108,cf02f4f8f05e621e3fc14a4361c152df
2026-6-10,塞爾維亞女足,丹麥女足,1,4,1:04,0.75,1.5,0:02,客队,0.7395670036808765,0.6731477690807828,2.3237836380936456,2.1488713705013853,0.7375538990258156,0.6057676173565604,2.266588581980637,2.246742093220776,2d6068e7fabcf42654e00a7151a166c4
2026-6-10,威爾斯女足,捷克女足,3,1,3:01,-0.25,-0.25,1:01,客队,1.4854691482269862,1.373597488123139,1.2044632214027935,1.1141153890391138,1.4192113540153024,1.254764151311279,1.159546812486779,1.0885383310337242,3ab0699ad2c77de99c4330bdca8525f2
2026-6-10,阿爾巴尼亞女足,黑山女足,5,2,5:02,-0.25,-0.25,1:01,客队,1.614007128656309,1.4946995415066435,1.0784318033209264,1.0988936094460986,1.5455098092267194,1.4171765602661706,1.0402176118521491,1.0755529648487543,dce817bbe831689ca7eeadbb5157aca8
2026-6-10,北愛爾蘭女足,瑞士女足,1,2,1:02,1.0,1.75,0:02,客队,0.7515530424053507,0.6043393812107223,2.080497470787787,2.4915648596577693,0.7357640691751131,0.5506385598403777,2.022423338138179,2.406285730690938,9e3eebb1d98b8c10063d3b6946f08fdc
2026-6-10,芬蘭女足,葡萄牙女足,3,1,3:01,0.0,0.0,1:01,主队,1.4596193060572134,1.136423081449584,1.2326455052010394,1.2820590724440586,1.4019280938050642,1.0997803842694118,1.1849272269915818,1.2587929948035212,8c4c3aaca09b59c5a5a62e58682433f7
2026-6-10,拉脫維亞女足,斯洛伐克女足,1,2,1:02,0.5,1.25,0:02,主队,0.7788275786296773,0.8063125497063354,2.1096240897193232,2.034212833812617,0.7294550093303959,0.6908096056328518,2.062282975434032,1.9772702843825063,f20e53c0774259056506836a28a318e0
2026-6-10,愛沙尼亞女足,波斯尼亞女足,1,1,1:01,0.75,1.25,0:02,主队,0.5991581793565474,0.7455535582452231,2.2713480445529046,2.174575648918672,0.5746071270216846,0.7397571636486433,2.280036471589592,2.1586255446813274,a1907c608cfe1f613bfa75f91a7c0fab
2026-6-10,塞浦路斯女足,摩爾多瓦女足,0,2,0:02,-0.5,-0.75,1:00,客队,1.7316699199084,1.641674458255503,0.9443022248994448,0.763838343191391,1.708226639380572,1.4913496632562833,0.9199139288528662,0.7400580568725532,3dfaaaddfdcc0d056c86fb0369940d73
2026-6-10,雷索維亞,kszo奧斯羅維克,3,0,3:00,-0.25,-0.75,1:01,主队,1.8295889242360843,1.714173275534397,0.9885669455165104,1.0828143206163463,1.7402007255317704,1.6570834920307052,0.9827653806831552,1.0482855054777689,e1fc3e6e38f6f1108aee92e68e4aad5a
